"priority","part","code","title","action","source_width","source_height","actual_width","actual_height","source_ok","dimension_ok","input_abs","output_abs","workpack_source","output_filename","title_policy","issue","required_correction"
"A","4","P4-F24","Clark-Wilson 무결성 모델","전면 재생성","1600","893","1600","893","True","True","C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\01_전면재생성\Part4\P4-F24.png","C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part4\P4-F24.png","01_전면재생성/Part4/P4-F24.png","P4-F24.png","내부 전체 제목·그림 코드 금지","개념 구조·수치·화살표 또는 한글 손상이 있어 전면 재생성이 필요하다.","통합 가이드의 `P4-F24` 상세 지침과 허용 텍스트를 그대로 적용."
"A","4","P4-F33","인증 없는 DH의 MITM","전면 재생성","1600","893","1600","893","True","True","C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\01_전면재생성\Part4\P4-F33.png","C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part4\P4-F33.png","01_전면재생성/Part4/P4-F33.png","P4-F33.png","내부 전체 제목·그림 코드 금지","개념 구조·수치·화살표 또는 한글 손상이 있어 전면 재생성이 필요하다.","통합 가이드의 `P4-F33` 상세 지침과 허용 텍스트를 그대로 적용."
"A","4","P4-F53","Feistel과 SPN 구조 비교","전면 재생성","1600","893","1600","893","True","True","C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\01_전면재생성\Part4\P4-F53.png","C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part4\P4-F53.png","01_전면재생성/Part4/P4-F53.png","P4-F53.png","내부 전체 제목·그림 코드 금지","개념 구조·수치·화살표 또는 한글 손상이 있어 전면 재생성이 필요하다.","통합 가이드의 `P4-F53` 상세 지침과 허용 텍스트를 그대로 적용."
"A","4","P4-F54","블록암호와 스트림암호 비교","전면 재생성","1600","893","1600","893","True","True","C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\01_전면재생성\Part4\P4-F54.png","C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part4\P4-F54.png","01_전면재생성/Part4/P4-F54.png","P4-F54.png","내부 전체 제목·그림 코드 금지","개념 구조·수치·화살표 또는 한글 손상이 있어 전면 재생성이 필요하다.","통합 가이드의 `P4-F54` 상세 지침과 허용 텍스트를 그대로 적용."
"A","4","P4-F58","대표 대칭키 알고리즘 비교","전면 재생성","1600","893","1600","893","True","True","C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\01_전면재생성\Part4\P4-F58.png","C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part4\P4-F58.png","01_전면재생성/Part4/P4-F58.png","P4-F58.png","내부 전체 제목·그림 코드 금지","개념 구조·수치·화살표 또는 한글 손상이 있어 전면 재생성이 필요하다.","통합 가이드의 `P4-F58` 상세 지침과 허용 텍스트를 그대로 적용."
"A","4","P4-F64","암호분석 공격 지도","전면 재생성","1600","893","1600","893","True","True","C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\01_전면재생성\Part4\P4-F64.png","C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part4\P4-F64.png","01_전면재생성/Part4/P4-F64.png","P4-F64.png","내부 전체 제목·그림 코드 금지","개념 구조·수치·화살표 또는 한글 손상이 있어 전면 재생성이 필요하다.","통합 가이드의 `P4-F64` 상세 지침과 허용 텍스트를 그대로 적용."
"A","4","P4-F65","공개키 암호의 난제 지도","전면 재생성","1600","893","1600","893","True","True","C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\01_전면재생성\Part4\P4-F65.png","C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part4\P4-F65.png","01_전면재생성/Part4/P4-F65.png","P4-F65.png","내부 전체 제목·그림 코드 금지","개념 구조·수치·화살표 또는 한글 손상이 있어 전면 재생성이 필요하다.","통합 가이드의 `P4-F65` 상세 지침과 허용 텍스트를 그대로 적용."
"A","4","P4-F73","비밀번호 Salt·Pepper·KDF 저장 구조","전면 재생성","1600","893","1600","893","True","True","C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\01_전면재생성\Part4\P4-F73.png","C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part4\P4-F73.png","01_전면재생성/Part4/P4-F73.png","P4-F73.png","내부 전체 제목·그림 코드 금지","개념 구조·수치·화살표 또는 한글 손상이 있어 전면 재생성이 필요하다.","통합 가이드의 `P4-F73` 상세 지침과 허용 텍스트를 그대로 적용."
"A","4","P4-F74","KDF와 키 분리","전면 재생성","1600","893","1600","893","True","True","C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\01_전면재생성\Part4\P4-F74.png","C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part4\P4-F74.png","01_전면재생성/Part4/P4-F74.png","P4-F74.png","내부 전체 제목·그림 코드 금지","개념 구조·수치·화살표 또는 한글 손상이 있어 전면 재생성이 필요하다.","통합 가이드의 `P4-F74` 상세 지침과 허용 텍스트를 그대로 적용."
"A","4","P4-F66","RSA 키 생성과 작은 수 계산","부분 수정","1600","893","1600","893","True","True","C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\02_부분수정\Part4\P4-F66.png","C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part4\P4-F66.png","02_부분수정/Part4/P4-F66.png","P4-F66.png","내부 전체 제목·그림 코드 금지","그림 내부 코드·중복 제목·지시문 또는 국소 오탈자가 남아 있다.","상단 코드·전체 제목 삭제. 주석을 `실제 RSA는 n을 충분히 크게 사용한다. 예: n 2048비트 이상, p와 q는 보통 그 절반 정도 비트 길이`로 교체. 작은 수 계산 자체는 유지."
"A","5","P5-F05","정보보호 조직과 RACI","전면 재생성","1600","893","1600","893","True","True","C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\01_전면재생성\Part5\P5-F05.png","C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part5\P5-F05.png","01_전면재생성/Part5/P5-F05.png","P5-F05.png","내부 전체 제목·그림 코드 금지","개념 구조·수치·화살표 또는 한글 손상이 있어 전면 재생성이 필요하다.","통합 가이드의 `P5-F05` 상세 지침과 허용 텍스트를 그대로 적용."
"A","5","P5-F26","물리보안 구역과 출입통제","전면 재생성","1600","893","1600","893","True","True","C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\01_전면재생성\Part5\P5-F26.png","C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part5\P5-F26.png","01_전면재생성/Part5/P5-F26.png","P5-F26.png","내부 전체 제목·그림 코드 금지","개념 구조·수치·화살표 또는 한글 손상이 있어 전면 재생성이 필요하다.","통합 가이드의 `P5-F26` 상세 지침과 허용 텍스트를 그대로 적용."
"A","5","P5-F41","휘발성 증거 수집 우선순위","전면 재생성","1600","893","1600","893","True","True","C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\01_전면재생성\Part5\P5-F41.png","C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part5\P5-F41.png","01_전면재생성/Part5/P5-F41.png","P5-F41.png","내부 전체 제목·그림 코드 금지","개념 구조·수치·화살표 또는 한글 손상이 있어 전면 재생성이 필요하다.","통합 가이드의 `P5-F41` 상세 지침과 허용 텍스트를 그대로 적용."
"A","5","P5-F42","디지털 증거 처리 생명주기","전면 재생성","1600","893","1600","893","True","True","C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\01_전면재생성\Part5\P5-F42.png","C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part5\P5-F42.png","01_전면재생성/Part5/P5-F42.png","P5-F42.png","내부 전체 제목·그림 코드 금지","개념 구조·수치·화살표 또는 한글 손상이 있어 전면 재생성이 필요하다.","통합 가이드의 `P5-F42` 상세 지침과 허용 텍스트를 그대로 적용."
"A","5","P5-F46","ISMS-P 인증기준 16·64·21","전면 재생성","1600","893","1600","893","True","True","C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\01_전면재생성\Part5\P5-F46.png","C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part5\P5-F46.png","01_전면재생성/Part5/P5-F46.png","P5-F46.png","내부 전체 제목·그림 코드 금지","개념 구조·수치·화살표 또는 한글 손상이 있어 전면 재생성이 필요하다.","통합 가이드의 `P5-F46` 상세 지침과 허용 텍스트를 그대로 적용."
"A","5","P5-F49","공통평가기준 CC 전체 구조","전면 재생성","1600","893","1600","893","True","True","C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\01_전면재생성\Part5\P5-F49.png","C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part5\P5-F49.png","01_전면재생성/Part5/P5-F49.png","P5-F49.png","내부 전체 제목·그림 코드 금지","개념 구조·수치·화살표 또는 한글 손상이 있어 전면 재생성이 필요하다.","통합 가이드의 `P5-F49` 상세 지침과 허용 텍스트를 그대로 적용."
"A","5","P5-F53","정보보호 제품인증 의사결정","전면 재생성","1600","893","1600","893","True","True","C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\01_전면재생성\Part5\P5-F53.png","C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part5\P5-F53.png","01_전면재생성/Part5/P5-F53.png","P5-F53.png","내부 전체 제목·그림 코드 금지","개념 구조·수치·화살표 또는 한글 손상이 있어 전면 재생성이 필요하다.","통합 가이드의 `P5-F53` 상세 지침과 허용 텍스트를 그대로 적용."
"A","5","P5-F54","사이버 윤리 전체 지도","전면 재생성","1600","893","1600","893","True","True","C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\01_전면재생성\Part5\P5-F54.png","C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part5\P5-F54.png","01_전면재생성/Part5/P5-F54.png","P5-F54.png","내부 전체 제목·그림 코드 금지","개념 구조·수치·화살표 또는 한글 손상이 있어 전면 재생성이 필요하다.","통합 가이드의 `P5-F54` 상세 지침과 허용 텍스트를 그대로 적용."
"A","5","P5-F55","디지털 시민의 책임","전면 재생성","1600","893","1600","893","True","True","C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\01_전면재생성\Part5\P5-F55.png","C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part5\P5-F55.png","01_전면재생성/Part5/P5-F55.png","P5-F55.png","내부 전체 제목·그림 코드 금지","개념 구조·수치·화살표 또는 한글 손상이 있어 전면 재생성이 필요하다.","통합 가이드의 `P5-F55` 상세 지침과 허용 텍스트를 그대로 적용."
"A","5","P5-F64","국내 정보보호 법제 지도","전면 재생성","1600","893","1600","893","True","True","C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\01_전면재생성\Part5\P5-F64.png","C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part5\P5-F64.png","01_전면재생성/Part5/P5-F64.png","P5-F64.png","내부 전체 제목·그림 코드 금지","개념 구조·수치·화살표 또는 한글 손상이 있어 전면 재생성이 필요하다.","통합 가이드의 `P5-F64` 상세 지침과 허용 텍스트를 그대로 적용."
"A","5","P5-F68","주요정보통신기반시설 보호체계","전면 재생성","1600","893","1600","893","True","True","C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\01_전면재생성\Part5\P5-F68.png","C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part5\P5-F68.png","01_전면재생성/Part5/P5-F68.png","P5-F68.png","내부 전체 제목·그림 코드 금지","개념 구조·수치·화살표 또는 한글 손상이 있어 전면 재생성이 필요하다.","통합 가이드의 `P5-F68` 상세 지침과 허용 텍스트를 그대로 적용."
"A","5","P5-F73","전자서명법 현재와 역사","전면 재생성","1600","893","1600","893","True","True","C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\01_전면재생성\Part5\P5-F73.png","C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part5\P5-F73.png","01_전면재생성/Part5/P5-F73.png","P5-F73.png","내부 전체 제목·그림 코드 금지","개념 구조·수치·화살표 또는 한글 손상이 있어 전면 재생성이 필요하다.","통합 가이드의 `P5-F73` 상세 지침과 허용 텍스트를 그대로 적용."
"A","5","P5-F74","개인정보 보호법 전체 지도","전면 재생성","1600","893","1600","893","True","True","C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\01_전면재생성\Part5\P5-F74.png","C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part5\P5-F74.png","01_전면재생성/Part5/P5-F74.png","P5-F74.png","내부 전체 제목·그림 코드 금지","개념 구조·수치·화살표 또는 한글 손상이 있어 전면 재생성이 필요하다.","통합 가이드의 `P5-F74` 상세 지침과 허용 텍스트를 그대로 적용."
"A","5","P5-F77","개인정보 처리 생명주기와 적법 근거","전면 재생성","1600","893","1600","893","True","True","C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\01_전면재생성\Part5\P5-F77.png","C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part5\P5-F77.png","01_전면재생성/Part5/P5-F77.png","P5-F77.png","내부 전체 제목·그림 코드 금지","개념 구조·수치·화살표 또는 한글 손상이 있어 전면 재생성이 필요하다.","통합 가이드의 `P5-F77` 상세 지침과 허용 텍스트를 그대로 적용."
"A","5","P5-F83","개인정보 처리방침","전면 재생성","1600","893","1600","893","True","True","C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\01_전면재생성\Part5\P5-F83.png","C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part5\P5-F83.png","01_전면재생성/Part5/P5-F83.png","P5-F83.png","내부 전체 제목·그림 코드 금지","개념 구조·수치·화살표 또는 한글 손상이 있어 전면 재생성이 필요하다.","통합 가이드의 `P5-F83` 상세 지침과 허용 텍스트를 그대로 적용."
"B","1","P1-F24","UNIX/Linux 권한과 8진수 계산","부분 수정","2048","1136","2048","1136","True","True","C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\02_부분수정\Part1\P1-F24.png","C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part1\P1-F24.png","02_부분수정/Part1/P1-F24.png","P1-F24.png","내부 전체 제목 1개 유지, 그림 코드 금지","상단 권한 합산 주석이 혼동을 일으킨다. 본체 계산값은 맞으므로 해당 주석만 교체한다.","상단 주석을 `rwx=4+2+1=7`, `r-x=4+0+1=5`, `---=0+0+0=0`으로 교체. 나머지 구조와 내부 전체 제목은 유지."
"B","1","P1-F30","이벤트 상관분석 타임라인","부분 수정","2048","1210","2048","1210","True","True","C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\02_부분수정\Part1\P1-F30.png","C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part1\P1-F30.png","02_부분수정/Part1/P1-F30.png","P1-F30.png","내부 전체 제목 1개 유지, 그림 코드 금지","첫 번째 로그인 실패 상자와 타임라인 선·노드가 겹친다.","첫 상자만 위로 이동하거나 높이를 줄여 선·노드와 겹치지 않게 조정. 다른 픽셀과 내부 제목 유지."
"B","2","P2-F14","서브넷팅·CIDR·VLSM","전면 재생성","1600","850","1600","850","True","True","C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\01_전면재생성\Part2\P2-F14.png","C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part2\P2-F14.png","01_전면재생성/Part2/P2-F14.png","P2-F14.png","내부 전체 제목·그림 코드 금지","한 /24에서 /25·/26·/27이 동시에 분기하여 중첩 VLSM 배정처럼 보인다.","`192.168.10.0/24`를 `/25`, `/26`, `/27`, 남은 `/27`로 비중첩 순차 배정. 큰 요구부터, 경계 정렬, 중첩 금지 표시."
"B","2","P2-F18","IPv6 NDP와 전환 기술","전면 재생성","1600","850","1600","850","True","True","C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\01_전면재생성\Part2\P2-F18.png","C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part2\P2-F18.png","01_전면재생성/Part2/P2-F18.png","P2-F18.png","내부 전체 제목·그림 코드 금지","RS/RA와 NS/NA의 통신 상대가 시각적으로 섞여 NDP 기능이 모호하다.","호스트↔라우터 `RS/RA`, 호스트↔이웃 `NS/NA`, `DAD`를 분리. 하단은 Dual Stack/Tunneling/Translation을 별도 패널로 유지."
"B","2","P2-F21","ICMP·IGMP와 전송 범위","부분 수정","1600","850","1600","850","True","True","C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\02_부분수정\Part2\P2-F21.png","C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part2\P2-F21.png","02_부분수정/Part2/P2-F21.png","P2-F21.png","내부 전체 제목·그림 코드 금지","ping·traceroute 설명이 IGMP 영역에 들어가 있고 Anycast를 지리적으로 가장 가까운 노드처럼 단정한다.","ping·traceroute 설명을 ICMP 영역으로 이동. Anycast는 `동일 주소를 광고한 노드 중 라우팅상 가까운/최적 1곳`으로 교체."
"B","2","P2-F33","무선 공격과 대응 지도","부분 수정","1600","850","1600","850","True","True","C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\02_부분수정\Part2\P2-F33.png","C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part2\P2-F33.png","02_부분수정/Part2/P2-F33.png","P2-F33.png","내부 전체 제목·그림 코드 금지","KRACK·PMF·Rogue AP·Evil Twin 방어의 대응 관계가 섞여 있다.","PMF는 deauth/disassoc 완화, WIDS/WIPS·AP inventory는 Rogue/Evil Twin, 패치·안전한 구현은 KRACK, 링크 암호화는 스니핑 완화로 정확히 연결."
"B","2","P2-F64","AH·ESP와 Transport·Tunnel 모드","부분 수정","1600","850","1600","850","True","True","C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\02_부분수정\Part2\P2-F64.png","C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part2\P2-F64.png","02_부분수정/Part2/P2-F64.png","P2-F64.png","내부 전체 제목·그림 코드 금지","AH가 IP 헤더 전체를 보호하는 것처럼 읽히고 Transport/Tunnel 사용 범위를 절대적으로 표현한다.","AH는 변하지 않는 IP 헤더 필드와 Payload를 인증하며 전송 중 변경되는 필드는 제외한다고 명시. Transport/Tunnel은 대표 사용 예로 표현."
"B","3","P3-F28","입력·출력·상태 경계 공격 지도","부분 수정","1800","1004","1800","1004","True","True","C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\02_부분수정\Part3\P3-F28.png","C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part3\P3-F28.png","02_부분수정/Part3/P3-F28.png","P3-F28.png","내부 전체 제목·그림 코드 금지","깨진 제목과 “특수문자 이스케이프”의 과도한 일반화가 남아 있다.","상단 깨진 제목 삭제. 해석기별 대응을 유지하고 모든 공격에 공통인 것처럼 보이는 `특수문자 이스케이프` 문구를 `문맥별 안전 API·파라미터화·출력 인코딩`으로 교체."
"B","3","P3-F55","DB 감사·백업·복구","부분 수정","1800","1004","1800","1004","True","True","C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\02_부분수정\Part3\P3-F55.png","C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part3\P3-F55.png","02_부분수정/Part3/P3-F55.png","P3-F55.png","내부 전체 제목·그림 코드 금지","상단 잘못된 교재 제목과 “시험 주성 포인” 오탈자가 남아 있다.","상단 `정보보안 인증 교제`를 삭제하고 `시험 주성 포인`을 `시험 핵심 포인트`로 교체. 나머지 유지."
"B","3","P3-F68","입력검증·출력인코딩·인증·세션 보안","부분 수정","1800","1004","1800","1004","True","True","C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\02_부분수정\Part3\P3-F68.png","C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part3\P3-F68.png","02_부분수정/Part3/P3-F68.png","P3-F68.png","내부 전체 제목·그림 코드 금지","깨진 제목과 일부 라벨을 정리하면 구조를 유지할 수 있다.","상단 깨진 전체 제목을 삭제하고 일부 깨진 라벨만 본문 용어에 맞게 교체. 입력검증·출력인코딩·인증·인가·세션의 구분은 유지."
"B","4","P4-F75","서명·디지털봉투 결합 보안메시지","부분 수정","1600","893","1600","893","True","True","C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\02_부분수정\Part4\P4-F75.png","C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part4\P4-F75.png","02_부분수정/Part4/P4-F75.png","P4-F75.png","내부 전체 제목·그림 코드 금지","그림 내부 코드·중복 제목·지시문 또는 국소 오탈자가 남아 있다.","상단 코드·전체 제목 삭제. `시컴 포인트`를 `시험 포인트`로 교체."
"B","5","P5-F40","연계보관성 Chain of Custody","부분 수정","1600","893","1600","893","True","True","C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\02_부분수정\Part5\P5-F40.png","C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part5\P5-F40.png","02_부분수정/Part5/P5-F40.png","P5-F40.png","내부 전체 제목·그림 코드 금지","그림 내부 코드·중복 제목·지시문 또는 국소 오탈자가 남아 있다.","상단 코드·전체 제목과 `Only for descriptive purposes...` 지시문을 완전히 삭제. 나머지 연계보관 흐름은 유지."
"C","1","P1-F42","파일·명령 실행 취약점 비교","부분 수정","2048","1136","2048","1136","True","True","C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\02_부분수정\Part1\P1-F42.png","C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part1\P1-F42.png","02_부분수정/Part1/P1-F42.png","P1-F42.png","내부 전체 제목 1개 유지, 그림 코드 금지","기술적으로는 대체로 맞지만 영문 소형문자가 많아 한국어 교재의 본문 크기에서 가독성이 낮다.","구조는 유지하고 작은 영문 핵심 라벨을 `경로 조작`, `파일 포함(LFI/RFI)`, `파일 업로드`, `명령어 삽입`, `허용목록`, `기준 경로`, `비실행 저장`, `셸 호출 회피` 등으로 한국어화. 우선순위 C."
"C","2","P2-F05","Ethernet 프레임과 MAC 주소","부분 수정","2816","1536","2816","1536","True","True","C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\02_부분수정\Part2\P2-F05.png","C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part2\P2-F05.png","02_부분수정/Part2/P2-F05.png","P2-F05.png","내부 전체 제목·그림 코드 금지","외부 캡션과 중복되는 그림 내부 전체 제목이 남아 있다.","상단 내부 전체 제목·코드만 삭제. 프레임 필드와 MAC 설명은 그대로 유지."
"C","3","P3-F01","애플리케이션보안 출제범위 전체 지도","부분 수정","1800","1004","1800","1004","True","True","C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\02_부분수정\Part3\P3-F01.png","C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part3\P3-F01.png","02_부분수정/Part3/P3-F01.png","P3-F01.png","내부 전체 제목·그림 코드 금지","외부 캡션과 중복되는 전체 제목·코드를 제거해야 한다.","상단 전체 제목·코드만 삭제. 패널 본체 유지."
"C","3","P3-F02","애플리케이션 신뢰경계와 데이터 흐름","부분 수정","1800","1004","1800","1004","True","True","C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\02_부분수정\Part3\P3-F02.png","C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part3\P3-F02.png","02_부분수정/Part3/P3-F02.png","P3-F02.png","내부 전체 제목·그림 코드 금지","외부 캡션과 중복되는 전체 제목·코드를 제거해야 한다.","상단 전체 제목·코드만 삭제. 패널 본체 유지."
"C","3","P3-F03","FTP 제어 채널과 데이터 채널","부분 수정","1800","1004","1800","1004","True","True","C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\02_부분수정\Part3\P3-F03.png","C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part3\P3-F03.png","02_부분수정/Part3/P3-F03.png","P3-F03.png","내부 전체 제목·그림 코드 금지","상단 제목이 깨졌고 “디렉터리 목록 목록” 중복 문구가 있다.","상단 깨진 제목·코드를 삭제하고 `디렉터리 목록 목록`을 `디렉터리 목록`으로 교체."
"C","3","P3-F17","메일 위협과 다층 방어","부분 수정","1800","1004","1800","1004","True","True","C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\02_부분수정\Part3\P3-F17.png","C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part3\P3-F17.png","02_부분수정/Part3/P3-F17.png","P3-F17.png","내부 전체 제목·그림 코드 금지","외부 캡션과 중복되는 전체 제목·코드를 제거해야 한다.","상단 전체 제목·코드만 삭제. 본체 유지."
