code,title,caption,purpose,model,source_path,output_path,response_json,expected_width,expected_height,actual_width,actual_height,dimension_ok,status,note
P2-F54,IDS와 IPS 처리 흐름,[P2-F54] IDS와 IPS 처리 흐름,목적: NIDS·HIDS와 IDS(Out-of-Band)·IPS(Inline)의 위치·동작·실패영향을 비교한다.,gemini-3.1-flash-image,C:\Users\javam\OneDrive\Documents\Generate Image\generate_image_with_nanobanana\나노바나나_전체_수정대상_작업팩_v2\00_가이드\part2_docx_extracted_sources\P2-F54.png,C:\Users\javam\OneDrive\Documents\Generate Image\generate_image_with_nanobanana\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part2\P2-F54.png,C:\Users\javam\OneDrive\Documents\Generate Image\generate_image_with_nanobanana\나노바나나_전체_수정대상_작업팩_v2\00_가이드\part2_docx_style_regeneration_responses\P2-F54.json,1600,850,1600,850,True,OK,Regenerated from Part2 DOCX SVG-style source.
P2-F55,탐지 방식과 오탐·미탐,[P2-F55] 탐지 방식과 오탐·미탐,목적: Signature·Anomaly·Stateful Protocol Analysis의 장단점과 TP/FP/TN/FN을 연결한다.,gemini-3.1-flash-image,C:\Users\javam\OneDrive\Documents\Generate Image\generate_image_with_nanobanana\나노바나나_전체_수정대상_작업팩_v2\00_가이드\part2_docx_extracted_sources\P2-F55.png,C:\Users\javam\OneDrive\Documents\Generate Image\generate_image_with_nanobanana\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part2\P2-F55.png,C:\Users\javam\OneDrive\Documents\Generate Image\generate_image_with_nanobanana\나노바나나_전체_수정대상_작업팩_v2\00_가이드\part2_docx_style_regeneration_responses\P2-F55.json,1600,850,1600,850,True,OK,Regenerated from Part2 DOCX SVG-style source.
P2-F56,IDS 배치와 우회기법,[P2-F56] IDS 배치와 우회기법,목적: 센서 배치 위치와 단편화·인코딩·세션 분할·암호화로 탐지를 회피하려는 원리를 보여준다.,gemini-3.1-flash-image,C:\Users\javam\OneDrive\Documents\Generate Image\generate_image_with_nanobanana\나노바나나_전체_수정대상_작업팩_v2\00_가이드\part2_docx_extracted_sources\P2-F56.png,C:\Users\javam\OneDrive\Documents\Generate Image\generate_image_with_nanobanana\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part2\P2-F56.png,C:\Users\javam\OneDrive\Documents\Generate Image\generate_image_with_nanobanana\나노바나나_전체_수정대상_작업팩_v2\00_가이드\part2_docx_style_regeneration_responses\P2-F56.json,1600,850,1600,850,True,OK,Regenerated from Part2 DOCX SVG-style source.
P2-F57,Snort 규칙 구조,[P2-F57] Snort 규칙 구조,목적: Snort 규칙 헤더와 옵션의 각 필드 역할을 정확히 해부한다.,gemini-3.1-flash-image,C:\Users\javam\OneDrive\Documents\Generate Image\generate_image_with_nanobanana\나노바나나_전체_수정대상_작업팩_v2\00_가이드\part2_docx_extracted_sources\P2-F57.png,C:\Users\javam\OneDrive\Documents\Generate Image\generate_image_with_nanobanana\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part2\P2-F57.png,C:\Users\javam\OneDrive\Documents\Generate Image\generate_image_with_nanobanana\나노바나나_전체_수정대상_작업팩_v2\00_가이드\part2_docx_style_regeneration_responses\P2-F57.json,1600,850,1600,850,True,OK,Regenerated from Part2 DOCX SVG-style source.
P2-F58,NAC 접속 통제 흐름,[P2-F58] NAC 접속 통제 흐름,목적: 단말이 네트워크 접속 전 식별·인증·상태점검을 거쳐 허용·격리·치료되는 과정을 보여준다.,gemini-3.1-flash-image,C:\Users\javam\OneDrive\Documents\Generate Image\generate_image_with_nanobanana\나노바나나_전체_수정대상_작업팩_v2\00_가이드\part2_docx_extracted_sources\P2-F58.png,C:\Users\javam\OneDrive\Documents\Generate Image\generate_image_with_nanobanana\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part2\P2-F58.png,C:\Users\javam\OneDrive\Documents\Generate Image\generate_image_with_nanobanana\나노바나나_전체_수정대상_작업팩_v2\00_가이드\part2_docx_style_regeneration_responses\P2-F58.json,1600,850,1600,850,True,OK,Regenerated from Part2 DOCX SVG-style source.
P2-F59,UTM·ESM·SIEM·SOAR 관계,[P2-F59] UTM·ESM·SIEM·SOAR 관계,목적: 통합 보안 장비와 이벤트 관리·분석·자동대응 플랫폼의 역할 차이를 보여준다.,gemini-3.1-flash-image,C:\Users\javam\OneDrive\Documents\Generate Image\generate_image_with_nanobanana\나노바나나_전체_수정대상_작업팩_v2\00_가이드\part2_docx_extracted_sources\P2-F59.png,C:\Users\javam\OneDrive\Documents\Generate Image\generate_image_with_nanobanana\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part2\P2-F59.png,C:\Users\javam\OneDrive\Documents\Generate Image\generate_image_with_nanobanana\나노바나나_전체_수정대상_작업팩_v2\00_가이드\part2_docx_style_regeneration_responses\P2-F59.json,1600,850,1600,850,True,OK,Regenerated from Part2 DOCX SVG-style source.
P2-F60,허니팟·허니넷과 역추적,[P2-F60] 허니팟·허니넷과 역추적,목적: 기만 자산이 공격자를 유인해 행위를 관찰하고 역추적 단서를 제공하는 구조와 한계를 보여준다.,gemini-3.1-flash-image,C:\Users\javam\OneDrive\Documents\Generate Image\generate_image_with_nanobanana\나노바나나_전체_수정대상_작업팩_v2\00_가이드\part2_docx_extracted_sources\P2-F60.png,C:\Users\javam\OneDrive\Documents\Generate Image\generate_image_with_nanobanana\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part2\P2-F60.png,C:\Users\javam\OneDrive\Documents\Generate Image\generate_image_with_nanobanana\나노바나나_전체_수정대상_작업팩_v2\00_가이드\part2_docx_style_regeneration_responses\P2-F60.json,1600,850,1600,850,True,OK,Regenerated from Part2 DOCX SVG-style source.
P2-F63,IPsec 구성요소와 SA,[P2-F63] IPsec 구성요소와 SA,목적: IPsec의 AH·ESP·SA·SPI·SPD·SAD·IKE가 패킷 처리에서 맡는 역할을 연결한다.,gemini-3.1-flash-image,C:\Users\javam\OneDrive\Documents\Generate Image\generate_image_with_nanobanana\나노바나나_전체_수정대상_작업팩_v2\00_가이드\part2_docx_extracted_sources\P2-F63.png,C:\Users\javam\OneDrive\Documents\Generate Image\generate_image_with_nanobanana\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part2\P2-F63.png,C:\Users\javam\OneDrive\Documents\Generate Image\generate_image_with_nanobanana\나노바나나_전체_수정대상_작업팩_v2\00_가이드\part2_docx_style_regeneration_responses\P2-F63.json,1600,850,1600,850,True,OK,Regenerated from Part2 DOCX SVG-style source.
P2-F66,패킷 캡처와 분석 절차,[P2-F66] 패킷 캡처와 분석 절차,목적: 캡처 지점 선정부터 필터·재조립·프로토콜 해석·증거 보존까지의 분석 흐름을 보여준다.,gemini-3.1-flash-image,C:\Users\javam\OneDrive\Documents\Generate Image\generate_image_with_nanobanana\나노바나나_전체_수정대상_작업팩_v2\00_가이드\part2_docx_extracted_sources\P2-F66.png,C:\Users\javam\OneDrive\Documents\Generate Image\generate_image_with_nanobanana\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part2\P2-F66.png,C:\Users\javam\OneDrive\Documents\Generate Image\generate_image_with_nanobanana\나노바나나_전체_수정대상_작업팩_v2\00_가이드\part2_docx_style_regeneration_responses\P2-F66.json,1600,850,1600,850,True,OK,Regenerated from Part2 DOCX SVG-style source.
P2-F67,네트워크 로그 상관분석,[P2-F67] 네트워크 로그 상관분석,목적: 방화벽·IDS/IPS·DNS·프록시·VPN·NAC·서버 로그를 시간축으로 연결해 공격 흐름을 재구성한다.,gemini-3.1-flash-image,C:\Users\javam\OneDrive\Documents\Generate Image\generate_image_with_nanobanana\나노바나나_전체_수정대상_작업팩_v2\00_가이드\part2_docx_extracted_sources\P2-F67.png,C:\Users\javam\OneDrive\Documents\Generate Image\generate_image_with_nanobanana\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part2\P2-F67.png,C:\Users\javam\OneDrive\Documents\Generate Image\generate_image_with_nanobanana\나노바나나_전체_수정대상_작업팩_v2\00_가이드\part2_docx_style_regeneration_responses\P2-F67.json,1600,850,1600,850,True,OK,Regenerated from Part2 DOCX SVG-style source.
P2-F68,IP 역추적 기법과 한계,[P2-F68] IP 역추적 기법과 한계,목적: Ingress Filtering·Logging·Packet Marking·ICMP Traceback·Flow 분석·협력 수사의 역할과 한계를 비교한다.,gemini-3.1-flash-image,C:\Users\javam\OneDrive\Documents\Generate Image\generate_image_with_nanobanana\나노바나나_전체_수정대상_작업팩_v2\00_가이드\part2_docx_extracted_sources\P2-F68.png,C:\Users\javam\OneDrive\Documents\Generate Image\generate_image_with_nanobanana\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part2\P2-F68.png,C:\Users\javam\OneDrive\Documents\Generate Image\generate_image_with_nanobanana\나노바나나_전체_수정대상_작업팩_v2\00_가이드\part2_docx_style_regeneration_responses\P2-F68.json,1600,850,1600,850,True,OK,Regenerated from Part2 DOCX SVG-style source.
P2-F69,네트워크 침해사고 대응 루프,[P2-F69] 네트워크 침해사고 대응 루프,목적: 준비부터 탐지·분석·격리·제거·복구·개선까지 네트워크 관점 대응을 순환 구조로 보여준다.,gemini-3.1-flash-image,C:\Users\javam\OneDrive\Documents\Generate Image\generate_image_with_nanobanana\나노바나나_전체_수정대상_작업팩_v2\00_가이드\part2_docx_extracted_sources\P2-F69.png,C:\Users\javam\OneDrive\Documents\Generate Image\generate_image_with_nanobanana\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part2\P2-F69.png,C:\Users\javam\OneDrive\Documents\Generate Image\generate_image_with_nanobanana\나노바나나_전체_수정대상_작업팩_v2\00_가이드\part2_docx_style_regeneration_responses\P2-F69.json,1600,850,1600,850,True,OK,Regenerated from Part2 DOCX SVG-style source.
